0002,078,9,0,02,0,0,0,7,700,1,0,02,0,00,0,00,7,0
0002,073,9,0,03,0,0,0,0,0,3,0,03,1,01,0,00,7,0
0000,057,9,0,02,99,20,10,0,0,1,0,02,0,02,0,00,0,0
0057,077,1,0,05,0,0,0,0,330,3,0,04,0,05,5,33,1,0
0014,059,9,3,02,40,20,00,1,0,1,0,02,0,01,0,0,0,100
0008,058,3,0,03,99,00,10,1,0,9,0,03,0,05,0,00,0,070
0009,052,9,0,02,99,20,10,1,0,1,0,02,0,05,0,00,0,0
0092,057,4,0,02,0,0,0,0,0,1,1,02,0,05,4,30,1,0
0001,070,9,0,02,99,99,99,0,0,9,1,02,0,00,0,0,0,0
0003,067,4,0,02,99,20,10,0,0,1,1,02,0,01,0,00,0,0
0024,065,9,0,02,0,0,0,0,530,1,1,02,6,00,0,00,7,0
0012,074,3,0,02,83,00,00,0,0,1,1,02,0,01,0,0,0,030
0012,070,9,0,02,0,0,0,0,0,3,0,02,0,01,0,00,1,0
0033,065,3,0,03,99,99,10,0,0,1,0,03,0,01,0,00,0,040
0000,079,9,0,02,99,20,10,0,0,3,0,02,0,01,0,0,0,050
0121,073,2,0,02,20,00,00,0,0,3,0,02,0,05,0,0,0,027
0056,062,1,0,02,20,20,00,0,0,3,0,02,0,05,0,55,0,060
0174,063,1,0,02,10,00,00,1,0,1,0,02,0,05,0,00,0,020
0016,072,9,0,02,99,30,10,0,0,1,0,02,0,02,0,0,0,0
0006,073,9,0,02,99,20,99,1,0,1,0,02,0,02,0,0,0,0
0001,069,9,0,03,99,99,99,0,0,9,0,03,0,01,0,0,0,0
0032,050,3,0,02,40,20,00,1,0,1,0,02,0,02,0,0,0,0
0002,077,4,0,03,40,00,00,1,0,1,0,03,0,01,0,00,0,049
0040,083,9,0,02,0,0,0,0,120,1,0,02,0,00,0,00,1,0
0003,078,4,0,02,99,20,99,0,0,9,0,02,0,01,0,0,0,0
0000,078,3,0,03,40,20,00,0,0,1,0,03,0,02,0,0,0,0
0005,079,9,0,02,0,0,0,1,0,1,0,02,0,01,0,00,1,0
0000,066,9,0,02,40,20,00,1,0,2,0,02,0,05,0,00,0,002
0003,074,9,0,02,0,0,0,0,0,9,0,02,6,01,1,00,7,0
0000,075,3,0,03,0,0,0,0,0,1,0,03,2,01,0,00,3,0
0006,072,4,0,02,0,0,0,1,0,1,1,02,2,01,0,00,4,0
0009,057,9,0,02,0,0,0,0,0,3,0,02,0,05,0,00,7,0
0021,086,9,0,02,99,99,99,0,0,3,0,02,0,02,0,99,0,0
0004,087,9,0,02,99,99,99,1,0,3,0,02,0,01,0,0,0,040
0017,077,1,0,02,0,0,0,0,120,3,0,02,0,02,5,33,1,0
0043,072,9,0,02,83,00,00,0,0,3,0,02,0,05,0,0,0,020
0006,064,4,0,02,99,20,10,1,0,9,0,02,0,01,0,0,0,0
0029,069,1,0,02,20,00,00,0,0,1,0,02,0,02,0,30,0,032
